seed_name,seed_variety,seed_type,seed_quality,crop,season,soil_type,field_composition,soil_ph,temperature,humidity,rainfall,moisture,field_quality,field_history,state,district,recommended_crop,recommended_seed,area,production,yield
Soybean seed,JS9560,HYV,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.2,24,63,711,73,High,Cotton,Andhra Pradesh,Kurnool,Soybean,NRC37,438,1725,3692
Soybean seed,JS9560,Desi,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.7,24,70,827,32,Low,Fallow,Odisha,Sambalpur,Soybean,NRC37,362,1479,2333
Bajra seed,HHB67,Desi,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.7,28,48,474,52,Low,Fallow,Haryana,Rohtak,Bajra,RHB121,227,1098,2787
Mustard seed,Varuna,HYV,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.1,19,41,319,42,Medium,Fallow,Odisha,Puri,Mustard,RH30,424,1355,3072
Bajra seed,RHB121,Hybrid,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.9,28,38,323,32,Low,Mustard,Madhya Pradesh,Jabalpur,Bajra,ICTP8203,148,1366,1523
Cotton seed,Bunny Bt,HYV,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.3,22,67,697,57,High,Groundnut,Punjab,Patiala,Cotton,Bt Cotton,294,980,1725
Rice seed,BPT5204,Hybrid,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.7,28,87,1020,68,Low,Wheat,Rajasthan,Ajmer,Rice,MTU7029,462,1525,4287
Soybean seed,JS335,Desi,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.5,30,75,819,75,Low,Fallow,Haryana,Hisar,Soybean,NRC37,83,1097,3494
Soybean seed,JS335,Hybrid,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.1,29,59,642,32,Low,Fallow,Bihar,Muzaffarpur,Soybean,NRC37,482,1172,4485
Soybean seed,JS9560,Desi,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.0,26,66,650,30,Low,Wheat,Chhattisgarh,Durg,Soybean,NRC37,225,637,2430
Wheat seed,Lok1,HYV,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,23,58,429,68,Medium,Maize,Chhattisgarh,Durg,Wheat,Lok1,50,1248,4491
Mustard seed,Pusa Bold,HYV,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.1,10,36,395,32,Low,Wheat,West Bengal,Malda,Mustard,Varuna,295,1698,2647
Maize seed,Ganga5,Desi,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.5,21,59,736,84,Medium,Rice,Karnataka,Mysuru,Maize,PMH1,181,1823,1770
Cotton seed,Bunny Bt,Hybrid,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.8,23,59,853,34,Medium,Soybean,Rajasthan,Jaipur,Cotton,RCH2,57,1512,3746
Cotton seed,Bunny Bt,Desi,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.0,22,52,895,85,High,Soybean,Odisha,Puri,Cotton,Bunny Bt,389,1132,2307
Mustard seed,Varuna,Desi,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.5,13,38,336,26,High,Fallow,Tamil Nadu,Thanjavur,Mustard,RH30,307,162,4315
Gram seed,Pusa372,Desi,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.2,22,48,429,51,High,Rice,Rajasthan,Jaipur,Gram,JG11,85,1124,3783
Maize seed,HQPM1,HYV,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.5,26,52,756,72,High,Wheat,Telangana,Warangal,Maize,HQPM1,368,1932,4913
Wheat seed,HD3086,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,22,55,622,52,Medium,Rice,Odisha,Puri,Wheat,HD3086,320,436,1594
Cotton seed,Bunny Bt,Hybrid,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.2,21,69,765,81,High,Soybean,Andhra Pradesh,Guntur,Cotton,RCH2,221,1636,3843
Cotton seed,Bt Cotton,HYV,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.4,25,61,628,44,High,Soybean,Telangana,Nizamabad,Cotton,Bunny Bt,374,264,1685
Wheat seed,PBW343,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.8,24,57,441,70,Low,Soybean,Telangana,Hyderabad,Wheat,Lok1,80,114,2355
Wheat seed,Lok1,Hybrid,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.2,16,69,624,42,Low,Soybean,Tamil Nadu,Coimbatore,Wheat,Lok1,59,1943,4260
Gram seed,JG16,HYV,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.9,22,41,466,59,High,Soybean,Punjab,Amritsar,Gram,Pusa372,386,1063,1673
Soybean seed,JS335,Hybrid,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.3,21,52,704,62,Medium,Fallow,Maharashtra,Pune,Soybean,NRC37,173,981,3211
Gram seed,Pusa372,Desi,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.2,18,54,473,36,Medium,Soybean,Uttar Pradesh,Meerut,Gram,JG11,305,102,2470
Maize seed,DHM117,Desi,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.5,25,57,591,67,Low,Wheat,Maharashtra,Nagpur,Maize,DHM117,131,807,2878
Soybean seed,JS9560,Hybrid,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.4,25,64,692,39,Medium,Cotton,Chhattisgarh,Durg,Soybean,JS335,496,1536,3486
Gram seed,JG16,Hybrid,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.0,20,46,497,63,High,Fallow,Uttar Pradesh,Lucknow,Gram,Pusa372,476,1724,2890
Wheat seed,HD2967,Hybrid,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.4,19,58,455,62,Low,Soybean,Chhattisgarh,Bilaspur,Wheat,Lok1,314,640,2010
Soybean seed,JS9560,HYV,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.5,26,59,900,70,Low,Wheat,Andhra Pradesh,Vijayawada,Soybean,NRC37,427,1289,4400
Cotton seed,RCH2,HYV,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.7,21,47,665,53,Medium,Soybean,Rajasthan,Jaipur,Cotton,Bt Cotton,55,931,4154
Gram seed,JG11,Desi,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.1,16,42,448,76,High,Soybean,Andhra Pradesh,Kurnool,Gram,JG16,152,1797,2744
Mustard seed,RH30,Hybrid,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.5,16,47,407,41,Medium,Fallow,Andhra Pradesh,Kurnool,Mustard,RH30,374,148,2910
Rice seed,Swarna,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.6,28,74,1202,84,High,Wheat,Telangana,Nizamabad,Rice,IR64,427,1675,3290
Mustard seed,Pusa Bold,Hybrid,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.3,22,48,381,71,High,Bajra,Karnataka,Mysuru,Mustard,Varuna,311,1030,3336
Rice seed,Swarna,HYV,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.2,25,81,1224,63,High,Pulses,Madhya Pradesh,Bhopal,Rice,BPT5204,344,1999,2750
Cotton seed,Bt Cotton,Hybrid,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.2,29,59,861,40,High,Fallow,Maharashtra,Pune,Cotton,RCH2,69,1063,2034
Mustard seed,Pusa Bold,Desi,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.8,10,53,490,69,Low,Wheat,Andhra Pradesh,Vijayawada,Mustard,Varuna,475,1178,1980
Rice seed,BPT5204,Hybrid,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.5,24,71,998,56,Low,Fallow,Telangana,Hyderabad,Rice,IR64,94,1967,2742
Bajra seed,HHB67,Hybrid,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.9,32,36,313,42,High,Mustard,West Bengal,Murshidabad,Bajra,ICTP8203,375,970,2379
Bajra seed,ICTP8203,Desi,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.0,29,55,302,62,High,Gram,Madhya Pradesh,Bhopal,Bajra,RHB121,156,181,2015
Wheat seed,HD3086,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.6,25,59,511,26,Low,Soybean,Tamil Nadu,Chennai,Wheat,HD2967,159,628,3091
Wheat seed,HD3086,Hybrid,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.2,24,46,489,77,Low,Soybean,Uttar Pradesh,Kanpur,Wheat,HD3086,360,589,2231
Wheat seed,HD3086,Desi,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.6,18,63,420,41,High,Soybean,West Bengal,Kolkata,Wheat,HD2967,262,1820,4312
Gram seed,JG16,Hybrid,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.5,22,48,322,70,Low,Soybean,Punjab,Bathinda,Gram,JG11,52,1017,1500
Gram seed,JG16,Hybrid,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.3,23,53,335,53,Low,Soybean,Tamil Nadu,Chennai,Gram,Pusa372,146,566,2975
Cotton seed,Bunny Bt,Desi,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.0,31,46,831,30,Medium,Fallow,Haryana,Sirsa,Cotton,Bunny Bt,128,1691,1999
Bajra seed,RHB121,HYV,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.5,30,50,471,26,High,Mustard,Bihar,Bhagalpur,Bajra,RHB121,94,1848,4078
Mustard seed,Pusa Bold,Desi,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.9,25,48,311,78,Medium,Bajra,Gujarat,Junagadh,Mustard,Pusa Bold,427,1037,3988
Wheat seed,PBW343,Hybrid,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.2,15,67,484,32,Medium,Rice,Haryana,Karnal,Wheat,HD2967,224,1811,3830
Mustard seed,RH30,Hybrid,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.1,20,55,435,53,Low,Bajra,West Bengal,Murshidabad,Mustard,Varuna,109,796,4954
Gram seed,Pusa372,Desi,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.9,22,40,446,81,Medium,Soybean,Telangana,Karimnagar,Gram,Pusa372,256,217,4394
Mustard seed,Pusa Bold,HYV,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.3,20,51,399,69,Low,Wheat,Odisha,Puri,Mustard,Pusa Bold,166,1152,3890
Rice seed,BPT5204,Hybrid,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.0,26,74,1078,44,High,Wheat,Rajasthan,Ajmer,Rice,Swarna,147,590,4297
Wheat seed,HD3086,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,22,70,629,60,Medium,Maize,Andhra Pradesh,Guntur,Wheat,PBW343,60,1370,3281
Mustard seed,Pusa Bold,HYV,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.8,15,36,316,62,High,Fallow,Uttar Pradesh,Meerut,Mustard,Pusa Bold,291,364,2193
Maize seed,Ganga5,HYV,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",5.9,22,65,786,83,Low,Wheat,Rajasthan,Jaipur,Maize,PMH1,410,475,2965
Cotton seed,Bt Cotton,HYV,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.3,31,46,868,59,Medium,Groundnut,Gujarat,Surat,Cotton,Bunny Bt,390,958,3147
Rice seed,BPT5204,Desi,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.5,30,77,1397,36,Medium,Pulses,Rajasthan,Kota,Rice,IR64,458,1269,3845
Gram seed,JG16,Hybrid,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.1,19,58,315,45,Low,Rice,Andhra Pradesh,Anantapur,Gram,JG11,126,604,4184
Mustard seed,Varuna,Desi,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.5,19,60,398,56,Low,Wheat,Chhattisgarh,Raipur,Mustard,Pusa Bold,437,876,4336
Maize seed,PMH1,HYV,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.3,21,69,663,67,Low,Rice,Gujarat,Surat,Maize,DHM117,350,213,3630
Rice seed,Swarna,Hybrid,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.7,29,70,1356,79,Medium,Fallow,West Bengal,Kolkata,Rice,MTU7029,461,1733,4423
Cotton seed,Bt Cotton,Desi,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.8,24,65,712,65,Low,Fallow,West Bengal,Murshidabad,Cotton,RCH2,486,876,3409
Maize seed,HQPM1,Hybrid,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.3,30,55,666,63,High,Wheat,Chhattisgarh,Bilaspur,Maize,HQPM1,478,573,3226
Bajra seed,ICTP8203,Desi,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.6,32,38,465,35,High,Fallow,Chhattisgarh,Durg,Bajra,RHB121,213,278,4083
Bajra seed,RHB121,Hybrid,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",7.0,30,49,547,76,High,Mustard,Gujarat,Rajkot,Bajra,ICTP8203,358,1309,3055
Gram seed,JG16,HYV,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.9,23,55,470,66,Medium,Fallow,Andhra Pradesh,Anantapur,Gram,JG11,179,1299,4433
Soybean seed,JS335,HYV,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.1,21,67,583,27,High,Wheat,Maharashtra,Pune,Soybean,JS9560,126,1290,4852
Gram seed,Pusa372,Hybrid,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.6,20,36,455,45,Medium,Soybean,Odisha,Balasore,Gram,JG16,334,907,2337
Cotton seed,Bollgard,HYV,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.3,29,46,822,67,Medium,Soybean,Madhya Pradesh,Ujjain,Cotton,Bollgard,53,1846,2477
Cotton seed,Bunny Bt,Desi,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.1,21,61,606,30,High,Groundnut,Odisha,Puri,Cotton,Bunny Bt,265,1730,1708
Wheat seed,Lok1,HYV,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.2,22,59,495,83,Low,Maize,Tamil Nadu,Thanjavur,Wheat,Lok1,210,617,2643
Wheat seed,HD3086,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.0,25,68,552,56,High,Rice,Punjab,Amritsar,Wheat,HD3086,402,1278,4450
Soybean seed,JS335,Desi,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.7,27,71,872,56,Low,Cotton,Punjab,Ludhiana,Soybean,NRC37,96,1698,4872
Wheat seed,PBW343,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.2,21,45,491,55,Low,Rice,West Bengal,Kolkata,Wheat,HD3086,256,1467,2433
Mustard seed,Pusa Bold,HYV,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.4,20,58,350,69,Low,Bajra,Haryana,Rohtak,Mustard,Varuna,101,1339,1520
Mustard seed,Pusa Bold,Hybrid,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.9,12,60,488,53,High,Wheat,Tamil Nadu,Coimbatore,Mustard,Pusa Bold,216,1156,2160
Bajra seed,RHB121,Hybrid,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.4,27,52,320,58,Low,Fallow,Rajasthan,Ajmer,Bajra,ICTP8203,164,330,3890
Gram seed,Pusa372,HYV,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.9,19,40,323,78,Medium,Soybean,Telangana,Karimnagar,Gram,Pusa372,148,1262,1974
Maize seed,Ganga5,Desi,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.1,24,62,538,85,Medium,Wheat,Chhattisgarh,Rajnandgaon,Maize,DHM117,310,295,1507
Cotton seed,Bt Cotton,HYV,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.0,23,61,792,67,Low,Soybean,Telangana,Hyderabad,Cotton,Bunny Bt,399,318,3691
Cotton seed,Bunny Bt,Hybrid,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.2,24,49,715,39,Medium,Soybean,Tamil Nadu,Coimbatore,Cotton,Bunny Bt,460,435,2725
Maize seed,DHM117,HYV,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.4,29,53,778,35,Medium,Fallow,Gujarat,Surat,Maize,PMH1,402,659,4399
Cotton seed,RCH2,Hybrid,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.1,24,70,673,64,Low,Fallow,Maharashtra,Nashik,Cotton,RCH2,165,1187,1893
Wheat seed,Lok1,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.4,25,46,544,80,Low,Maize,Punjab,Ludhiana,Wheat,HD3086,126,709,3249
Mustard seed,Pusa Bold,HYV,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.2,20,52,322,53,High,Bajra,Tamil Nadu,Madurai,Mustard,Pusa Bold,397,833,2263
Maize seed,PMH1,Hybrid,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.9,24,74,769,42,Low,Rice,Haryana,Sirsa,Maize,PMH1,265,1637,2488
Bajra seed,HHB67,Hybrid,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.3,29,45,370,70,Medium,Mustard,Maharashtra,Pune,Bajra,HHB67,466,998,2309
Cotton seed,Bt Cotton,Desi,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.5,26,69,762,31,High,Fallow,Odisha,Puri,Cotton,Bt Cotton,71,263,2145
Soybean seed,JS9560,Desi,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.6,27,71,564,33,High,Fallow,Telangana,Karimnagar,Soybean,JS335,251,843,3357
Wheat seed,Lok1,Hybrid,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.4,17,68,633,32,High,Maize,Haryana,Hisar,Wheat,HD3086,126,303,1769
Mustard seed,RH30,Desi,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.2,21,47,369,75,Low,Bajra,Telangana,Nizamabad,Mustard,Pusa Bold,361,398,2094
Gram seed,JG11,HYV,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.3,22,52,473,51,Medium,Rice,Punjab,Amritsar,Gram,JG16,337,774,2464
Gram seed,JG11,HYV,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.5,16,55,436,80,High,Rice,West Bengal,Murshidabad,Gram,JG11,167,536,4989
Gram seed,JG16,Desi,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.3,18,45,449,58,High,Rice,Karnataka,Belagavi,Gram,JG11,127,803,2276
Cotton seed,RCH2,Desi,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.6,25,63,612,63,High,Fallow,Madhya Pradesh,Ujjain,Cotton,Bunny Bt,389,543,2749
Wheat seed,Lok1,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.0,21,63,420,77,Low,Soybean,West Bengal,Bardhaman,Wheat,HD3086,478,976,2392
Mustard seed,Varuna,HYV,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.8,22,39,489,67,Low,Bajra,Telangana,Karimnagar,Mustard,Pusa Bold,85,594,3539
Gram seed,Pusa372,Desi,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.6,20,40,444,32,Medium,Fallow,West Bengal,Malda,Gram,Pusa372,94,755,4408
Maize seed,DHM117,HYV,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",5.9,26,55,763,53,Low,Wheat,Uttar Pradesh,Lucknow,Maize,DHM117,420,1553,3053
Wheat seed,HD2967,HYV,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.1,15,55,631,42,Low,Soybean,Madhya Pradesh,Indore,Wheat,HD2967,263,1176,3979
Wheat seed,HD3086,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.0,24,65,609,34,Medium,Rice,Maharashtra,Pune,Wheat,Lok1,480,983,4049
Wheat seed,HD3086,Hybrid,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.1,23,49,598,56,Medium,Maize,Odisha,Cuttack,Wheat,PBW343,410,1589,2974
Soybean seed,JS9560,Hybrid,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.8,27,64,635,53,High,Wheat,Punjab,Amritsar,Soybean,JS335,124,1095,4496
Rice seed,MTU7029,Hybrid,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.5,31,83,1169,33,Low,Wheat,Madhya Pradesh,Ujjain,Rice,BPT5204,298,1763,2585
Rice seed,IR64,Desi,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.3,29,89,1291,44,Low,Fallow,Odisha,Sambalpur,Rice,Swarna,379,820,3529
Soybean seed,JS9560,HYV,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.6,26,64,748,85,Low,Fallow,Karnataka,Dharwad,Soybean,JS9560,353,112,2650
Wheat seed,HD3086,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.1,19,59,455,39,High,Rice,West Bengal,Kolkata,Wheat,HD2967,271,402,4886
Mustard seed,Pusa Bold,HYV,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.3,16,35,367,79,Medium,Fallow,Andhra Pradesh,Kurnool,Mustard,RH30,104,702,4195
Gram seed,JG16,Desi,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,22,43,401,80,Low,Soybean,Chhattisgarh,Raipur,Gram,JG11,193,790,3429
Mustard seed,RH30,HYV,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.9,13,51,463,42,Medium,Fallow,Chhattisgarh,Durg,Mustard,RH30,264,481,4454
Mustard seed,RH30,HYV,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.4,18,60,403,76,Medium,Wheat,Karnataka,Belagavi,Mustard,RH30,61,1685,2177
Wheat seed,HD2967,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.9,18,45,432,82,Medium,Rice,Andhra Pradesh,Kurnool,Wheat,HD2967,168,475,3745
Wheat seed,Lok1,Hybrid,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.5,24,50,585,42,Low,Rice,Uttar Pradesh,Lucknow,Wheat,HD2967,343,1390,3058
Wheat seed,Lok1,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.0,17,69,634,48,High,Soybean,Uttar Pradesh,Meerut,Wheat,HD3086,240,1888,2259
Mustard seed,Pusa Bold,Hybrid,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.3,15,39,470,57,Low,Bajra,Karnataka,Belagavi,Mustard,RH30,399,1129,3714
